asset_id,maintenance_date,cost_usd,failure_type,downtime_hours
PIP002840,2023-02-24,160074.93,Overheating,93
WEL002900,2021-07-13,74010.16,Pump Failure,29
WEL000837,2022-04-16,129395.51,Pump Failure,13
PIP001561,2024-03-01,126129.27,Electrical Fault,74
REF002301,2020-04-14,40071.8,Pump Failure,98
WEL002052,2020-10-17,156008.98,Overheating,89
REF002655,2019-01-27,157314.96,Electrical Fault,93
PIP001876,2021-01-13,98944.92,Valve Leak,92
PIP001617,2019-05-01,83686.52,Overheating,5
PIP002481,2020-04-13,4958.97,Corrosion,61
PIP000920,2018-10-20,66800.95,Electrical Fault,97
WEL001906,2024-09-11,66616.32,Overheating,51
REF001441,2024-11-01,78744.81,Valve Leak,14
WEL002326,2021-05-20,152272.31,Corrosion,62
WEL002281,2020-11-24,10241.32,Corrosion,40
WEL002033,2022-05-07,96221.33,Overheating,116
PIP002134,2022-06-05,26676.72,Pump Failure,90
WEL001013,2021-08-29,122952.28,Electrical Fault,75
WEL000525,2021-03-21,112783.3,Valve Leak,33
PIP002725,2020-12-27,60795.46,Valve Leak,44
PIP000344,2018-10-24,6423.49,Pump Failure,71
WEL001073,2018-06-29,126599.47,Corrosion,62
PIP002269,2021-04-21,17730.71,Electrical Fault,9
WEL002586,2024-11-23,197371.91,Pump Failure,39
WEL001847,2024-04-11,13271.37,Overheating,45
WEL000488,2020-10-18,98031.53,Valve Leak,99
PIP002719,2020-05-04,54976.09,Valve Leak,115
WEL001381,2023-12-14,100807.68,Corrosion,87
REF000457,2023-06-30,148999.98,Corrosion,94
WEL000290,2020-11-10,45467.47,Pump Failure,22
WEL001171,2021-06-30,76487.77,Pump Failure,47
PIP002506,2020-07-23,49824.25,Electrical Fault,21
PIP002756,2019-03-11,112584.38,Valve Leak,77
PIP002776,2024-08-20,189640.15,Valve Leak,78
PIP000299,2023-05-15,121513.11,Electrical Fault,78
REF001881,2020-05-02,130242.98,Corrosion,2
PIP002064,2018-02-01,1636.72,Corrosion,106
REF002457,2022-06-26,43903.82,Valve Leak,40
PIP000257,2021-04-12,166677.79,Valve Leak,84
PIP001900,2018-08-05,190092.15,Valve Leak,90
REF000851,2021-02-07,156933.89,Pump Failure,32
WEL002398,2021-03-01,117423.92,Pump Failure,37
REF001766,2018-09-18,1906.89,Electrical Fault,38
REF000559,2024-11-09,100721.45,Overheating,109
REF001827,2020-01-05,116040.27,Electrical Fault,110
REF001737,2024-02-01,161559.49,Pump Failure,75
WEL000996,2022-05-23,143019.24,Electrical Fault,112
WEL000519,2022-03-07,88457.8,Pump Failure,117
PIP000507,2022-02-14,148974.6,Electrical Fault,15
PIP002856,2018-04-06,17392.2,Overheating,37
REF000646,2018-12-08,60200.15,Electrical Fault,8
REF000726,2018-06-28,27496.56,Corrosion,67
PIP002794,2020-09-17,135453.48,Overheating,3
REF002850,2023-05-31,73969.63,Overheating,108
PIP000144,2021-02-16,179688.08,Electrical Fault,14
PIP000034,2022-07-22,5559.05,Valve Leak,38
WEL001004,2023-03-26,199891.57,Overheating,23
REF002119,2022-08-24,157072.53,Corrosion,78
PIP000711,2024-11-05,105151.29,Corrosion,77
REF000843,2022-01-23,133640.81,Valve Leak,70
REF001723,2018-06-28,37046.01,Corrosion,83
WEL001913,2024-08-27,134319.59,Electrical Fault,24
REF000753,2019-05-31,69463.7,Corrosion,18
REF001508,2018-05-11,142342.38,Valve Leak,91
REF002236,2019-05-24,104471.52,Valve Leak,105
WEL001735,2022-06-23,166120.73,Corrosion,44
WEL001167,2022-08-16,193980.33,Valve Leak,100
WEL000127,2021-05-09,88043.2,Overheating,65
WEL001424,2020-04-21,62837.8,Electrical Fault,7
PIP001359,2019-02-28,179599.79,Corrosion,101
WEL002027,2020-12-03,198186.6,Electrical Fault,117
WEL000408,2022-06-07,23497.96,Valve Leak,100
PIP002862,2021-08-25,151271.74,Corrosion,83
WEL002302,2018-07-15,143668.26,Valve Leak,10
REF000247,2022-03-25,111040.77,Corrosion,44
WEL002536,2021-06-01,38435.72,Valve Leak,73
REF000119,2021-04-07,128547.49,Corrosion,104
REF002776,2021-08-20,9025.9,Valve Leak,34
PIP002792,2022-06-06,39053.05,Electrical Fault,86
REF002337,2020-08-19,56112.27,Overheating,47
WEL001644,2024-11-05,172962.27,Electrical Fault,116
WEL000941,2024-09-04,64179.06,Overheating,50
WEL002366,2019-09-08,167987.33,Valve Leak,116
WEL000287,2024-08-31,170320.36,Overheating,55
PIP001086,2020-04-30,99038.4,Overheating,13
REF002922,2018-11-19,64483.91,Overheating,80
WEL002935,2021-11-22,38716.57,Pump Failure,17
WEL001490,2019-01-24,28183.94,Valve Leak,39
PIP000572,2021-03-11,60334.31,Overheating,13
WEL001825,2018-01-18,72025.04,Electrical Fault,25
PIP000034,2021-02-09,182924.63,Electrical Fault,9
PIP002003,2018-10-07,142034.59,Valve Leak,49
WEL002429,2020-08-02,6954.38,Valve Leak,12
PIP002519,2018-02-16,177316.17,Electrical Fault,23
PIP001616,2023-12-04,178484.21,Corrosion,79
WEL001328,2020-06-03,136406.3,Overheating,63
WEL002555,2024-11-22,175635.49,Valve Leak,12
WEL002820,2021-04-27,32316.82,Valve Leak,85
PIP000155,2018-01-01,53224.94,Pump Failure,102
REF000624,2024-10-20,196460.34,Electrical Fault,79
PIP002740,2019-06-20,188823.74,Electrical Fault,15
PIP002494,2021-02-23,192997.78,Valve Leak,60
REF002144,2021-12-30,58750.76,Overheating,48
REF001888,2023-04-19,167740.99,Valve Leak,48
PIP000133,2021-01-28,44614.56,Valve Leak,29
PIP001242,2018-10-01,187891.03,Electrical Fault,96
REF002997,2022-11-07,179963.27,Valve Leak,6
WEL001478,2020-11-17,57553.76,Corrosion,49
WEL001099,2021-05-15,121926.79,Overheating,103
WEL001717,2019-10-25,135771.68,Electrical Fault,82
WEL000666,2018-05-18,77074.28,Overheating,90
PIP000118,2020-03-22,33314.66,Valve Leak,49
PIP001557,2019-04-15,161099.45,Valve Leak,92
PIP001124,2024-12-02,119771.45,Overheating,110
PIP001783,2020-02-22,29326.38,Electrical Fault,36
WEL001191,2024-10-05,171190.64,Electrical Fault,42
REF002390,2021-05-22,28765.51,Overheating,5
REF002194,2020-08-15,182658.76,Overheating,88
REF001695,2019-01-16,32788.43,Electrical Fault,48
WEL002141,2020-04-04,40501.8,Overheating,35
PIP002332,2018-03-04,46328.97,Electrical Fault,76
WEL002609,2020-08-22,160922.73,Overheating,8
WEL000084,2024-11-10,70804.31,Electrical Fault,70
WEL002155,2022-03-22,192686.35,Pump Failure,59
REF001056,2019-08-23,97389.11,Corrosion,19
PIP000669,2018-10-14,121637.81,Valve Leak,48
REF000044,2024-06-25,91943.93,Pump Failure,77
REF000273,2024-12-27,109169.74,Corrosion,25
REF000415,2020-05-20,175962.42,Valve Leak,97
PIP000009,2023-09-04,130642.91,Electrical Fault,20
WEL000883,2022-02-01,109563.59,Valve Leak,75
REF001263,2018-08-26,89560.82,Valve Leak,99
PIP000309,2018-05-30,98245.37,Valve Leak,93
PIP000605,2020-09-13,1313.55,Electrical Fault,49
REF001682,2018-04-03,102247.2,Valve Leak,27
REF000061,2022-09-03,121277.5,Valve Leak,55
PIP000440,2024-04-25,63196.75,Pump Failure,101
WEL001801,2022-07-21,137536.62,Overheating,22
PIP000106,2021-10-06,71165.51,Electrical Fault,7
WEL001188,2021-11-24,160679.18,Pump Failure,23
WEL000779,2018-01-22,20468.98,Valve Leak,117
REF002272,2022-10-26,63254.93,Electrical Fault,36
PIP001554,2024-05-08,160993.73,Electrical Fault,105
WEL000403,2020-12-12,160755.62,Electrical Fault,42
PIP000465,2019-02-16,138183.11,Corrosion,89
REF001989,2021-04-06,147639.72,Valve Leak,117
WEL001836,2021-09-15,153862.85,Electrical Fault,27
PIP001304,2021-07-21,64468.55,Corrosion,100
WEL000109,2023-08-17,184875.11,Overheating,18
PIP000795,2023-01-21,143089.87,Corrosion,9
WEL002688,2021-05-20,97540.37,Corrosion,18
REF001160,2018-09-22,171377.58,Pump Failure,51
WEL000061,2024-04-18,195884.36,Valve Leak,55
WEL000997,2019-03-22,68772.87,Valve Leak,118
WEL001410,2022-05-10,41870.35,Pump Failure,83
WEL002525,2020-12-02,56555.26,Electrical Fault,104
REF001483,2023-10-18,158417.77,Electrical Fault,45
WEL002116,2022-08-26,26037.61,Overheating,119
REF000646,2022-04-07,175970.03,Corrosion,24
PIP002346,2024-05-03,134991.18,Valve Leak,11
PIP001587,2022-11-22,119673.96,Electrical Fault,8
REF001656,2020-09-30,195339.98,Electrical Fault,20
REF002610,2024-11-04,25140.0,Corrosion,37
WEL001643,2022-10-08,145108.57,Electrical Fault,106
PIP001400,2022-07-14,52760.43,Valve Leak,16
PIP001044,2023-07-06,170328.62,Pump Failure,35
WEL000046,2018-10-16,150383.39,Valve Leak,39
WEL000534,2023-11-28,170831.99,Overheating,66
REF001303,2020-03-26,72138.45,Valve Leak,111
WEL000641,2022-09-08,62143.44,Corrosion,33
REF002932,2021-11-21,8516.63,Overheating,18
WEL000864,2022-05-24,17525.77,Electrical Fault,54
WEL001951,2022-03-16,79789.34,Pump Failure,112
PIP002296,2021-10-10,166867.34,Electrical Fault,25
WEL002569,2019-04-30,71104.48,Corrosion,111
WEL001133,2019-08-22,60329.45,Overheating,69
REF001196,2021-04-18,63094.86,Overheating,43
WEL000451,2021-12-14,21272.7,Overheating,41
REF000021,2024-03-06,68185.39,Electrical Fault,100
WEL000997,2018-10-20,122969.44,Pump Failure,107
REF000602,2021-10-11,176419.27,Corrosion,105
PIP000424,2020-06-12,123070.36,Overheating,95
REF002278,2022-05-17,74417.23,Pump Failure,88
WEL000755,2023-09-29,191970.77,Corrosion,69
PIP001232,2022-03-02,171045.47,Corrosion,35
REF000545,2019-12-10,22609.09,Valve Leak,29
REF000216,2022-08-29,146761.53,Pump Failure,81
REF001202,2020-02-08,102048.7,Corrosion,46
WEL001681,2023-10-04,190839.41,Valve Leak,47
PIP002589,2021-09-24,94418.89,Overheating,59
PIP001877,2018-08-12,187904.72,Overheating,49
PIP000094,2021-05-02,19453.84,Valve Leak,118
REF001653,2023-07-07,64063.06,Overheating,45
PIP002678,2023-06-13,178074.11,Pump Failure,35
REF002845,2018-06-21,190521.63,Overheating,88
PIP000770,2018-01-01,43549.6,Corrosion,4
WEL001664,2021-03-16,161848.97,Electrical Fault,76
PIP002285,2022-01-11,49409.21,Overheating,104
REF000508,2018-05-02,72042.5,Corrosion,76
PIP002537,2021-03-05,109107.85,Valve Leak,43
PIP001534,2024-07-19,123479.89,Pump Failure,17
WEL001678,2020-03-03,190437.78,Electrical Fault,119
PIP000320,2022-07-22,170871.74,Valve Leak,85
PIP001197,2024-08-11,79147.54,Valve Leak,82
PIP000665,2018-06-09,56294.13,Electrical Fault,99
PIP000987,2018-03-05,106617.9,Electrical Fault,85
REF001711,2022-02-06,73660.47,Overheating,8
PIP001503,2021-08-29,81057.62,Pump Failure,70
WEL002364,2023-12-01,74186.54,Overheating,34
REF002251,2018-10-31,198985.77,Pump Failure,111
WEL000798,2022-12-05,142776.49,Corrosion,96
PIP000576,2024-12-10,130423.81,Valve Leak,77
PIP002312,2021-03-16,133129.45,Pump Failure,74
WEL002597,2018-09-24,138128.98,Pump Failure,61
WEL001029,2020-11-21,153467.11,Pump Failure,30
WEL000256,2024-08-23,85152.64,Corrosion,24
REF000896,2024-12-08,121661.28,Overheating,59
WEL002651,2020-02-26,27401.15,Overheating,66
WEL001341,2024-03-24,156385.75,Corrosion,8
REF001919,2018-10-22,156531.76,Overheating,115
PIP002781,2020-05-28,5370.84,Corrosion,54
WEL001205,2018-02-22,181691.12,Pump Failure,81
WEL001926,2018-08-14,190727.06,Corrosion,47
WEL000214,2021-03-23,70051.32,Pump Failure,78
REF002768,2022-12-04,33078.33,Corrosion,67
WEL002238,2024-09-27,169466.68,Pump Failure,40
WEL001288,2020-07-21,19811.19,Valve Leak,83
WEL000553,2023-02-23,60101.37,Pump Failure,11
PIP002700,2023-09-16,67298.88,Valve Leak,104
PIP002957,2022-01-16,152242.84,Pump Failure,104
WEL000176,2018-10-15,126957.1,Corrosion,86
WEL002742,2019-10-10,71468.41,Electrical Fault,58
WEL002569,2018-07-26,199811.22,Corrosion,101
WEL001575,2018-02-13,33077.54,Overheating,60
PIP002179,2024-10-16,151212.58,Valve Leak,60
WEL000298,2021-12-23,126824.49,Valve Leak,5
PIP000204,2018-08-22,160334.08,Pump Failure,28
REF002806,2018-10-08,169392.74,Corrosion,99
PIP001124,2024-07-21,122259.14,Electrical Fault,7
WEL002909,2024-07-20,140541.45,Electrical Fault,40
PIP002730,2018-06-30,178795.54,Pump Failure,9
WEL000504,2024-04-29,81681.8,Corrosion,64
PIP002408,2018-06-23,176604.4,Overheating,55
WEL002962,2023-01-13,168189.69,Electrical Fault,35
WEL000413,2023-07-11,183819.55,Corrosion,109
PIP000218,2018-03-24,8419.4,Electrical Fault,92
REF000204,2021-11-02,20526.3,Corrosion,34
WEL002451,2023-05-23,48596.78,Valve Leak,63
REF001600,2018-02-12,113508.99,Pump Failure,103
PIP000704,2024-06-14,159154.46,Corrosion,93
REF002401,2024-12-13,150103.97,Pump Failure,64
REF001776,2019-10-18,171610.02,Pump Failure,68
REF001800,2019-05-23,23777.9,Overheating,83
PIP001364,2021-09-27,78902.14,Overheating,58
PIP000979,2022-12-27,30759.56,Overheating,9
WEL001761,2024-07-09,53671.68,Overheating,12
PIP000256,2021-02-06,32900.57,Valve Leak,119
PIP000747,2022-11-09,27213.64,Pump Failure,33
WEL001950,2024-08-25,192652.95,Corrosion,109
PIP002715,2023-09-25,162679.43,Corrosion,118
PIP000986,2018-10-08,108029.05,Electrical Fault,30
WEL002218,2018-08-29,68453.19,Overheating,25
WEL001435,2020-11-29,74291.78,Overheating,7
REF000407,2018-06-01,158911.06,Overheating,30
PIP000645,2022-05-04,168158.12,Pump Failure,31
WEL002137,2024-03-13,186582.07,Electrical Fault,45
WEL001975,2020-09-11,71591.9,Pump Failure,15
REF001242,2021-09-22,5461.53,Corrosion,43
PIP002952,2019-06-22,52130.6,Corrosion,47
PIP000834,2018-07-21,84418.27,Corrosion,99
PIP002993,2024-02-05,89187.82,Pump Failure,49
WEL001132,2024-03-03,147565.65,Overheating,65
WEL002637,2018-05-09,72227.32,Electrical Fault,11
REF002616,2021-11-10,77804.75,Corrosion,39
REF002259,2019-07-08,174161.41,Electrical Fault,68
WEL001821,2022-05-03,29480.81,Electrical Fault,81
PIP001251,2022-05-29,168785.47,Electrical Fault,22
WEL002040,2019-09-19,153395.59,Valve Leak,63
REF000848,2021-03-16,177303.09,Overheating,49
PIP001868,2023-09-25,127372.28,Pump Failure,12
PIP002553,2018-04-18,50192.14,Overheating,65
REF001469,2022-07-26,78676.56,Electrical Fault,12
REF001335,2023-09-22,27617.66,Pump Failure,89
WEL002188,2021-08-10,150211.13,Corrosion,67
REF002266,2019-01-21,18889.61,Corrosion,81
WEL000794,2020-04-18,156941.58,Overheating,85
PIP001381,2024-05-19,64235.25,Corrosion,62
WEL001638,2019-11-23,59357.02,Pump Failure,105
WEL002875,2022-12-30,143343.75,Overheating,88
PIP001114,2023-07-18,27635.28,Overheating,89
WEL002861,2022-12-08,171846.92,Valve Leak,40
REF000310,2019-06-19,40831.6,Pump Failure,24
WEL002832,2024-01-19,80868.65,Pump Failure,113
WEL000930,2023-01-24,148780.38,Pump Failure,27
PIP001451,2024-10-24,181572.28,Pump Failure,35
PIP000179,2022-04-12,7874.27,Corrosion,110
PIP000629,2020-05-23,156755.74,Corrosion,50
WEL002232,2023-06-20,105769.28,Valve Leak,3
PIP000647,2021-11-19,101848.28,Valve Leak,14
PIP001788,2018-10-02,59116.83,Corrosion,17
REF002884,2022-05-03,160730.78,Valve Leak,114
PIP000460,2023-10-17,142913.75,Corrosion,57
WEL001876,2021-07-05,65587.79,Valve Leak,17
WEL000018,2021-02-25,28887.19,Pump Failure,113
REF002220,2019-01-30,104361.36,Corrosion,91
PIP000628,2018-12-03,178412.3,Corrosion,31
WEL002666,2020-01-02,174824.73,Valve Leak,61
WEL001035,2024-05-24,75368.3,Overheating,43
PIP002267,2019-10-03,168407.11,Valve Leak,52
WEL001832,2018-04-06,160869.03,Electrical Fault,5
REF000010,2022-06-04,85670.78,Corrosion,25
REF002313,2020-08-10,2567.28,Corrosion,73
WEL002823,2018-02-04,176276.72,Overheating,55
REF002957,2022-11-22,191857.16,Pump Failure,86
PIP000230,2021-03-12,6370.42,Corrosion,104
PIP002120,2019-02-08,180435.5,Pump Failure,29
PIP000069,2022-11-15,28259.48,Electrical Fault,62
PIP002098,2021-04-07,71560.96,Valve Leak,23
PIP000071,2023-04-23,44149.47,Overheating,114
REF000803,2018-09-12,87559.76,Valve Leak,49
WEL002435,2023-11-01,40182.5,Valve Leak,108
WEL001650,2018-04-27,163652.91,Corrosion,110
REF001745,2020-11-08,182112.92,Corrosion,82
PIP002074,2022-04-19,167984.61,Overheating,26
PIP000255,2019-05-27,71156.1,Corrosion,24
WEL001524,2021-02-05,17304.34,Pump Failure,65
PIP000055,2020-07-09,175079.95,Pump Failure,92
PIP002748,2019-10-04,145558.53,Electrical Fault,95
PIP000527,2022-07-20,155370.49,Overheating,14
WEL000469,2023-10-18,25112.48,Overheating,23
PIP001087,2023-07-04,172596.65,Corrosion,86
PIP002506,2021-06-04,52060.95,Pump Failure,39
REF001713,2023-03-26,77928.73,Pump Failure,21
REF001484,2020-11-04,126655.44,Electrical Fault,85
REF001434,2023-06-04,27901.74,Corrosion,113
PIP002384,2018-09-20,187509.36,Corrosion,40
PIP000285,2022-08-05,57311.6,Valve Leak,39
WEL000788,2024-01-28,145615.2,Electrical Fault,22
REF002837,2019-11-05,187274.52,Corrosion,65
REF002053,2020-02-27,133427.27,Corrosion,43
PIP000552,2019-08-31,192745.51,Pump Failure,81
PIP000631,2018-09-29,146386.93,Electrical Fault,4
WEL002861,2019-12-25,14058.81,Overheating,113
REF001893,2021-04-25,21195.59,Valve Leak,44
REF000862,2021-08-17,101883.42,Valve Leak,30
REF001336,2022-10-26,114710.59,Corrosion,33
REF001271,2024-06-15,199810.29,Valve Leak,106
WEL001766,2021-01-08,70942.04,Electrical Fault,71
REF001416,2019-10-09,83537.45,Valve Leak,19
PIP001404,2021-07-09,158486.05,Overheating,72
PIP000055,2022-04-25,23899.74,Valve Leak,64
PIP002351,2018-05-25,4284.97,Overheating,99
WEL001283,2021-11-06,60785.84,Pump Failure,6
WEL002917,2022-10-04,107406.64,Corrosion,31
WEL000490,2024-03-29,155210.43,Overheating,90
REF002738,2022-10-20,115605.16,Valve Leak,45
REF002579,2019-12-08,132294.19,Valve Leak,102
REF000636,2018-08-21,190545.84,Valve Leak,84
WEL001770,2022-01-14,143831.03,Pump Failure,107
REF002723,2022-05-19,16512.94,Valve Leak,45
REF000014,2019-11-18,102125.05,Overheating,91
WEL000227,2020-05-21,55897.86,Pump Failure,42
WEL001335,2023-11-23,9029.05,Electrical Fault,42
REF000089,2022-01-06,82715.83,Corrosion,99
PIP002357,2022-04-06,72163.66,Valve Leak,73
REF002395,2023-08-26,45960.09,Valve Leak,21
REF001911,2023-07-20,71391.52,Pump Failure,21
PIP002511,2021-04-01,169089.31,Electrical Fault,26
WEL000151,2024-11-21,56345.73,Electrical Fault,79
REF002753,2021-05-03,184935.88,Overheating,4
REF002638,2020-07-09,17415.18,Corrosion,109
WEL001498,2018-03-05,41491.97,Electrical Fault,51
REF000880,2021-04-22,126731.69,Valve Leak,38
PIP002175,2024-07-26,138817.14,Electrical Fault,76
WEL001233,2018-07-23,30635.45,Pump Failure,66
WEL002805,2021-02-19,84573.26,Overheating,39
REF000786,2018-12-04,20296.49,Pump Failure,62
REF001930,2018-10-13,20005.78,Pump Failure,39
REF000319,2022-07-20,122936.31,Electrical Fault,80
WEL001524,2023-12-21,57947.64,Pump Failure,8
PIP001168,2020-12-04,191589.78,Overheating,11
WEL001292,2019-11-03,124371.03,Electrical Fault,16
REF002670,2019-02-09,68176.4,Overheating,63
WEL002076,2023-05-03,152230.19,Overheating,38
REF000866,2021-05-29,125899.19,Electrical Fault,4
WEL001095,2022-12-21,142911.15,Valve Leak,60
PIP002623,2019-04-28,101727.01,Valve Leak,48
REF002940,2021-09-29,51723.37,Corrosion,89
PIP000017,2023-06-20,73154.85,Overheating,82
WEL002533,2018-08-04,57432.0,Valve Leak,66
PIP002182,2020-02-14,153199.75,Overheating,26
REF000428,2023-08-03,124626.71,Overheating,72
REF002058,2023-03-07,151383.59,Overheating,113
WEL001199,2018-09-22,131156.04,Pump Failure,77
WEL001730,2023-08-23,31595.97,Overheating,92
REF002867,2022-11-06,66188.8,Overheating,87
WEL000249,2023-04-16,160812.86,Valve Leak,66
PIP000454,2022-07-08,82907.95,Pump Failure,30
WEL001765,2020-05-26,179846.08,Corrosion,13
PIP001134,2020-01-12,198477.67,Pump Failure,58
WEL000715,2020-10-07,113909.11,Pump Failure,24
WEL002811,2021-10-06,177942.42,Overheating,50
PIP000649,2018-09-17,74488.55,Electrical Fault,85
PIP001135,2020-09-02,165091.78,Pump Failure,19
PIP000284,2020-07-29,94962.9,Overheating,45
WEL000507,2023-08-26,116452.29,Valve Leak,52
PIP002183,2018-11-03,144029.17,Electrical Fault,113
PIP001481,2023-11-22,63557.97,Pump Failure,21
PIP001358,2020-05-17,47285.84,Electrical Fault,29
WEL002405,2021-10-24,50042.99,Valve Leak,105
PIP002956,2019-07-08,51182.56,Valve Leak,92
WEL000562,2023-12-15,183690.19,Overheating,56
WEL002329,2018-07-02,128224.31,Overheating,43
REF002690,2021-07-11,17415.29,Corrosion,100
WEL000042,2020-10-16,14926.77,Valve Leak,105
PIP001318,2019-06-09,138278.55,Valve Leak,71
REF001938,2020-01-31,85054.4,Corrosion,62
WEL002499,2020-03-09,177978.85,Valve Leak,49
REF001954,2024-12-08,159218.45,Pump Failure,77
WEL002434,2024-04-28,84274.58,Valve Leak,118
REF001988,2024-10-27,168195.53,Electrical Fault,88
PIP001864,2019-07-24,6054.38,Electrical Fault,47
WEL000774,2018-10-15,61779.13,Corrosion,60
REF001170,2020-06-11,113590.38,Valve Leak,50
REF001289,2019-04-23,8781.04,Pump Failure,73
WEL002937,2019-12-21,42580.7,Corrosion,6
REF002727,2023-05-24,74244.3,Corrosion,44
WEL002994,2022-05-23,180695.41,Electrical Fault,115
WEL002580,2022-05-17,128495.22,Corrosion,46
PIP000896,2019-12-13,90910.27,Corrosion,46
PIP001255,2018-09-24,19414.36,Overheating,34
PIP001920,2019-11-15,100599.68,Overheating,9
PIP000273,2020-03-05,20525.77,Corrosion,53
REF001349,2022-09-30,83527.58,Electrical Fault,115
REF000309,2022-07-25,144045.41,Electrical Fault,100
PIP001300,2021-08-25,135176.65,Overheating,87
REF002063,2020-02-18,94419.64,Electrical Fault,89
WEL001967,2018-04-10,108884.49,Pump Failure,3
REF000347,2023-11-05,177210.04,Overheating,14
REF001020,2020-05-19,56326.36,Valve Leak,105
REF000389,2024-12-19,163126.71,Overheating,107
PIP001859,2021-03-16,128435.13,Electrical Fault,2
REF002266,2024-11-25,40315.89,Pump Failure,38
REF001770,2020-10-11,72387.71,Electrical Fault,90
PIP001024,2019-11-19,176151.79,Corrosion,118
WEL000071,2019-11-02,20707.31,Overheating,50
WEL001165,2022-03-14,35259.75,Overheating,20
WEL000844,2020-08-17,57066.43,Overheating,48
PIP001884,2024-11-15,147205.94,Electrical Fault,7
REF001363,2021-08-17,27710.75,Electrical Fault,109
WEL000813,2018-05-06,26085.09,Corrosion,66
PIP002351,2024-11-27,67103.81,Electrical Fault,34
PIP001380,2018-12-02,79500.48,Corrosion,5
WEL002853,2019-12-26,109714.33,Pump Failure,103
PIP001391,2019-12-07,182479.7,Valve Leak,116
WEL001680,2020-02-08,159697.87,Overheating,10
PIP001448,2024-04-29,39027.34,Corrosion,5
PIP002972,2024-05-02,94599.67,Pump Failure,1
REF000078,2021-08-03,97430.06,Pump Failure,115
WEL002223,2023-03-02,16261.52,Valve Leak,33
WEL000430,2023-02-07,165767.97,Corrosion,64
WEL000555,2024-09-18,189332.87,Electrical Fault,90
WEL000129,2020-08-15,179533.35,Electrical Fault,87
WEL002887,2018-07-02,5661.27,Valve Leak,30
PIP001553,2022-12-21,8638.78,Valve Leak,98
WEL000263,2020-09-12,111581.4,Pump Failure,53
REF000392,2018-07-22,121128.97,Valve Leak,102
PIP000215,2023-10-29,19348.53,Corrosion,12
REF000294,2021-01-19,107154.18,Corrosion,60
REF002526,2023-08-15,58701.25,Corrosion,50
REF002316,2023-01-18,1689.4,Overheating,13
WEL001417,2020-03-27,35573.19,Electrical Fault,86
WEL002383,2021-01-07,191837.82,Overheating,114
PIP002943,2018-01-12,103225.78,Corrosion,85
PIP000808,2019-10-27,85626.92,Pump Failure,93
REF002879,2022-06-29,50027.49,Pump Failure,5
PIP001881,2023-06-04,99633.47,Overheating,72
WEL000442,2020-12-01,11938.49,Corrosion,107
WEL001375,2023-11-19,59865.46,Corrosion,17
PIP002436,2023-11-26,180805.81,Electrical Fault,37
REF000490,2020-11-23,105585.88,Corrosion,6
WEL000595,2021-03-04,118397.62,Corrosion,16
PIP002786,2024-04-25,159003.8,Electrical Fault,23
PIP001099,2021-04-04,132668.24,Corrosion,23
PIP000260,2020-09-11,14552.69,Electrical Fault,72
REF001911,2019-05-15,183138.63,Overheating,89
WEL002848,2022-07-11,169071.53,Corrosion,41
PIP000309,2024-09-24,77510.45,Electrical Fault,51
REF001769,2023-12-04,167035.53,Pump Failure,23
WEL001146,2022-09-20,46162.17,Overheating,117
PIP001365,2018-07-21,8594.48,Overheating,102
WEL002999,2023-06-13,159133.94,Corrosion,77
WEL001150,2024-02-05,3651.74,Pump Failure,16
PIP002317,2018-05-22,134829.15,Corrosion,83
REF002307,2020-02-04,123645.51,Corrosion,114
REF000969,2024-05-14,171387.34,Electrical Fault,32
REF001290,2022-09-09,13133.35,Corrosion,52
REF000206,2024-05-02,90297.88,Corrosion,76
PIP001447,2023-04-29,47264.58,Valve Leak,20
REF000883,2018-08-17,51671.93,Valve Leak,3
WEL000161,2021-09-23,144997.13,Overheating,22
WEL002829,2024-03-25,77118.73,Valve Leak,4
REF002223,2022-06-05,90222.35,Pump Failure,74
PIP000234,2021-07-09,194300.63,Valve Leak,30
WEL000389,2024-07-01,70146.61,Electrical Fault,46
PIP001252,2020-02-14,87650.61,Overheating,2
WEL001721,2023-03-11,185400.35,Pump Failure,62
WEL001322,2018-06-23,65771.67,Corrosion,101
REF002720,2022-03-16,43560.41,Valve Leak,118
REF000022,2021-05-05,152156.26,Electrical Fault,82
WEL002413,2020-09-16,181801.28,Valve Leak,54
WEL001428,2020-12-26,50828.58,Corrosion,6
REF000669,2019-08-20,32968.29,Overheating,10
WEL001869,2024-07-03,108586.42,Electrical Fault,5
WEL002708,2018-08-13,106190.59,Corrosion,41
REF000819,2024-12-13,128689.75,Valve Leak,68
REF000742,2023-05-19,97172.49,Overheating,40
WEL001708,2024-12-26,63189.09,Pump Failure,19
REF002022,2024-05-02,42231.77,Electrical Fault,45
REF001322,2020-04-06,85277.91,Pump Failure,91
WEL000783,2021-11-13,158298.69,Pump Failure,66
REF002035,2024-02-06,136217.12,Overheating,61
REF000270,2023-07-04,80898.85,Pump Failure,17
PIP001158,2019-09-28,72922.0,Valve Leak,35
WEL000170,2019-07-13,141709.11,Electrical Fault,109
WEL002598,2021-05-18,186454.57,Pump Failure,84
PIP000337,2022-03-04,69317.81,Pump Failure,98
WEL002052,2019-11-25,13201.31,Pump Failure,22
REF000070,2018-06-15,155450.39,Pump Failure,40
REF002340,2023-03-22,40064.6,Overheating,98
WEL002714,2018-05-28,62448.0,Electrical Fault,112
