well_id,date,oil_production_barrels,gas_production_mcf,water_cut_pct,pressure_psi,temperature_c
WEL002845,2021-06-06,4334,3948,45.65,2243,154
WEL002333,2023-07-25,2404,1374,23.59,3847,134
WEL001994,2024-08-10,855,17739,14.52,3544,59
WEL001530,2018-09-06,1629,6934,32.3,4928,115
WEL000213,2024-07-20,2457,7626,22.89,1441,163
WEL001057,2018-03-13,4589,14867,51.52,4648,120
WEL002276,2020-06-23,1140,12695,17.17,3657,171
WEL000597,2018-02-12,2225,11328,42.08,4867,90
WEL001123,2018-03-31,1208,1628,47.88,2755,69
WEL002880,2020-07-26,4494,4433,46.98,2078,131
WEL000597,2024-04-30,3286,16852,41.38,4870,82
WEL002789,2020-07-26,1140,19854,34.27,4629,167
WEL000290,2022-03-07,2484,12021,38.12,1959,71
WEL000605,2020-06-12,2765,8967,15.2,2314,122
WEL001730,2018-02-13,3291,16704,9.57,3912,83
WEL001399,2019-12-02,2157,2150,27.31,3579,106
WEL002228,2018-03-16,853,7306,13.09,2739,126
WEL001448,2024-03-21,2243,7690,10.97,1795,68
WEL001603,2022-02-02,328,5150,40.92,4300,117
WEL000707,2021-10-04,279,9634,52.62,4501,148
WEL001439,2022-04-28,1314,4392,58.99,2691,56
WEL000935,2021-02-08,918,11682,28.66,4742,131
WEL000357,2024-11-26,1623,13283,27.49,3837,100
WEL002717,2023-09-03,2278,2688,44.6,3762,166
WEL001432,2019-02-19,4382,16865,55.28,1960,105
WEL000612,2022-12-12,4509,11226,48.32,4953,50
WEL001135,2018-03-31,134,11037,25.24,1249,86
WEL002138,2019-04-11,4139,16116,33.59,4919,53
WEL000183,2020-04-26,4316,9592,21.98,1469,137
WEL001854,2019-01-30,3437,3538,49.02,3507,139
WEL001963,2023-05-06,3827,6980,38.32,3030,62
WEL001468,2024-09-21,3574,15266,9.68,1639,127
WEL002466,2019-01-06,2637,932,59.53,4456,149
WEL001295,2019-02-03,3648,6733,29.9,2644,143
WEL002124,2023-11-04,3788,16526,52.37,1879,177
WEL001510,2021-03-03,4284,6231,26.41,2572,172
WEL001306,2024-11-10,314,1216,24.55,4834,88
WEL000854,2022-06-18,4270,5372,29.74,1079,50
WEL001901,2019-09-26,3005,17219,57.74,1084,156
WEL001381,2019-01-07,1536,17741,49.0,3404,136
WEL000122,2024-06-07,4184,1215,32.01,4850,91
WEL002046,2019-05-30,4038,12981,46.41,3184,177
WEL000984,2018-10-03,2248,18412,16.24,1533,124
WEL001306,2022-11-18,2000,1806,43.78,4036,77
WEL002284,2018-02-14,154,566,21.14,3446,143
WEL000191,2023-03-17,1965,10813,33.1,4241,159
WEL001506,2022-06-19,2739,17965,33.11,1292,165
WEL002312,2023-08-11,3312,9606,37.47,2113,160
WEL001331,2023-03-26,1677,2402,47.7,4975,165
WEL000852,2023-02-10,4313,5377,55.57,4469,131
WEL000673,2020-07-17,3948,11013,47.33,2965,163
WEL002828,2020-07-19,1163,2405,39.46,1681,162
WEL002965,2021-07-21,2824,2374,33.98,4519,87
WEL000074,2018-03-28,4125,18490,7.86,1128,90
WEL000479,2019-06-01,4184,17430,7.48,3248,94
WEL000824,2019-01-11,1011,14520,27.76,2781,170
WEL000276,2020-02-25,3979,8435,15.09,4392,62
WEL000979,2019-11-27,3408,11783,30.31,2373,116
WEL000957,2022-12-15,2524,615,15.34,4377,50
WEL002634,2024-06-14,4668,1219,36.12,3309,56
WEL002021,2019-06-26,2408,649,7.31,4896,61
WEL001305,2021-12-11,1150,8811,28.0,3300,159
WEL001052,2019-01-28,807,18991,12.06,4089,102
WEL001563,2022-03-09,3143,11503,16.8,1618,84
WEL001800,2021-01-01,3620,12571,25.48,2975,57
WEL000994,2020-03-13,4271,18386,47.59,3066,124
WEL000518,2023-12-02,1982,2827,33.49,1819,136
WEL001228,2021-06-03,880,18521,29.86,4816,168
WEL000488,2020-11-19,4952,2112,30.89,2327,95
WEL000330,2024-10-08,704,5091,11.34,3721,161
WEL002538,2022-08-13,2515,14603,51.37,2355,122
WEL000966,2020-12-06,3045,11620,10.79,4525,161
WEL001061,2018-12-02,1374,10218,56.03,3481,70
WEL001487,2023-08-31,1771,10769,12.19,4925,121
WEL002649,2024-12-31,2761,3104,49.0,4211,155
WEL000712,2020-06-17,2681,4098,51.34,2041,130
WEL000731,2024-11-12,2190,7899,12.74,4410,178
WEL002161,2023-02-16,680,15892,19.31,3452,135
WEL000775,2020-04-04,4431,15671,18.23,1670,142
WEL002431,2022-08-03,2744,1619,17.34,3781,117
WEL000847,2020-12-27,1563,8374,33.04,1594,176
WEL001012,2021-10-14,3948,5356,21.82,4225,92
WEL001051,2019-07-27,1024,7722,15.05,2710,158
WEL002353,2021-07-14,2418,4357,47.68,3816,167
WEL001359,2022-03-04,3078,13856,36.51,1947,109
WEL001697,2018-10-08,1999,6615,10.37,4608,179
WEL001466,2024-06-12,3897,1613,24.4,3114,134
WEL002084,2020-07-24,3183,836,16.13,1049,137
WEL000093,2021-04-11,2681,10245,37.98,1803,78
WEL002682,2021-12-16,942,7139,24.49,1769,61
WEL000626,2023-11-15,4568,10927,13.35,2338,128
WEL000708,2022-05-06,2274,2950,7.29,3170,120
WEL002023,2018-03-27,1384,14504,22.08,1004,116
WEL001942,2018-04-05,2907,12304,33.46,2651,121
WEL001243,2020-11-25,739,13527,20.95,3304,113
WEL001363,2019-10-06,4012,10750,11.19,2638,161
WEL000544,2019-03-09,4769,10263,41.86,3162,107
WEL001138,2019-06-07,4204,1527,26.02,2117,84
WEL000122,2018-03-19,4669,692,47.09,2934,152
WEL000267,2018-07-07,1725,2146,6.32,1939,133
WEL000643,2022-11-22,2994,16626,24.21,4432,82
WEL002764,2022-08-10,2710,8220,12.14,1660,174
WEL002053,2022-06-02,1807,8105,38.47,2410,156
WEL000737,2019-12-06,2652,845,9.52,2592,116
WEL001116,2023-06-11,3362,13111,6.23,3061,99
WEL002197,2023-07-30,4082,5897,9.15,3739,161
WEL002502,2024-01-29,940,11588,34.76,2779,62
WEL002259,2019-05-16,491,9936,6.41,4308,86
WEL001526,2020-06-10,999,13038,22.04,2527,78
WEL001971,2021-03-26,4523,15761,43.77,1859,178
WEL002218,2018-07-28,1068,16336,22.66,2485,62
WEL001718,2020-01-26,2681,6029,5.37,3663,82
WEL000719,2019-04-02,4579,13799,8.51,1589,175
WEL000035,2018-10-15,3000,7169,27.88,3206,67
WEL002044,2021-08-09,2898,13353,16.85,1518,68
WEL001524,2024-07-16,2535,6412,27.64,3274,162
WEL000196,2024-05-06,4113,16063,21.58,3558,150
WEL000876,2022-10-04,4579,18784,43.42,3197,59
WEL001994,2024-11-10,2776,10984,25.31,3949,102
WEL001877,2021-11-07,2860,6373,19.39,2925,163
WEL002942,2022-09-22,628,16331,25.19,4442,84
WEL000431,2021-12-16,3505,3562,31.75,3344,72
WEL002837,2021-01-02,4792,4982,25.78,1979,138
WEL000357,2020-04-19,2736,16958,19.15,3314,59
WEL002897,2022-09-03,4145,16062,7.56,4758,62
WEL001124,2018-05-26,1187,8738,36.75,2513,61
WEL001923,2021-05-10,4385,8791,6.79,1001,141
WEL000942,2024-01-24,3985,16721,49.19,4807,102
WEL001559,2024-10-02,192,879,58.41,1243,103
WEL001453,2024-07-09,2393,4851,16.45,1379,62
WEL001432,2019-05-04,3017,10551,17.34,2719,137
WEL000678,2018-07-10,3798,5049,26.12,1168,105
WEL001691,2020-07-03,3276,1958,30.09,3250,162
WEL002435,2024-12-22,2101,13969,30.27,3218,117
WEL000755,2023-12-14,3084,8488,43.81,3823,152
WEL000024,2019-02-23,4791,3706,56.07,4050,138
WEL002839,2021-08-07,3251,1766,40.58,3104,125
WEL002707,2023-04-24,3381,13276,55.25,4716,59
WEL002665,2023-05-01,357,17915,15.67,1248,55
WEL001430,2022-10-07,2317,2357,30.95,4034,132
WEL001692,2020-08-28,553,11859,49.08,4419,89
WEL002503,2020-05-19,3238,14459,33.65,1165,81
WEL002913,2020-05-25,250,15815,29.95,3872,147
WEL002841,2018-09-05,1916,2870,13.02,3296,139
WEL002235,2022-07-25,4008,13916,24.82,2338,92
WEL002443,2022-10-20,2633,6138,20.89,1106,54
WEL001990,2019-08-08,3634,15010,36.9,2960,122
WEL000702,2022-01-18,4131,17472,16.99,4029,94
WEL002912,2022-10-18,3325,14848,10.7,4668,103
WEL001477,2023-06-05,4745,16387,21.9,3295,92
WEL002327,2024-04-30,2654,11613,6.75,1571,122
WEL000112,2019-07-15,322,4607,14.84,3940,179
WEL002939,2022-12-20,1407,8904,47.05,1259,117
WEL001603,2020-06-26,2634,6770,59.23,2540,57
WEL002374,2023-11-25,195,7540,16.36,2412,151
WEL002590,2024-03-07,2700,7345,23.3,1948,105
WEL001201,2023-10-21,4585,19576,21.92,3275,64
WEL001806,2020-04-11,2427,10867,54.95,4874,175
WEL000699,2024-04-13,1649,5554,52.32,4479,153
WEL000348,2020-09-03,1947,9339,13.73,2048,60
WEL001040,2022-07-18,3106,18939,33.44,2332,103
WEL002091,2022-04-09,2888,17685,51.89,3453,118
WEL001988,2023-04-18,3342,10679,33.93,1906,78
WEL000364,2019-03-18,4486,15016,57.7,4312,169
WEL002711,2019-12-01,4454,19553,53.55,4037,101
WEL002022,2018-09-29,4191,9438,10.12,1596,169
WEL000067,2022-05-04,2758,18473,23.64,4174,95
WEL001912,2021-03-20,393,10228,40.27,1095,144
WEL000536,2019-01-12,2596,17765,25.73,3167,90
WEL002595,2023-08-28,1649,15891,56.9,2962,53
WEL001206,2023-08-04,2690,17508,15.81,1663,136
WEL000188,2021-02-03,619,16618,50.95,4164,127
WEL002144,2020-10-23,1943,5108,54.45,1334,102
WEL001098,2022-12-13,1801,18051,33.44,3099,166
WEL002971,2022-04-18,4136,13517,35.36,3091,56
WEL001679,2020-05-13,151,11825,28.96,1341,169
WEL001562,2019-02-09,1616,19178,39.56,1006,147
WEL001813,2024-06-26,3293,15024,54.57,1570,115
WEL001371,2022-11-09,1563,6281,13.89,2311,79
WEL001003,2019-05-26,2780,14767,8.67,2966,128
WEL000642,2021-12-26,3652,5557,28.65,2607,142
WEL000968,2024-01-01,350,10401,25.83,3313,133
WEL002756,2018-06-10,1927,4711,38.05,1100,101
WEL002040,2020-11-25,749,1100,18.28,4612,62
WEL000461,2022-10-13,1307,8121,38.18,2133,175
WEL001560,2022-09-17,3292,3457,59.62,3905,70
WEL000548,2021-09-09,2137,14865,16.83,1269,145
WEL001952,2019-12-17,2577,3634,39.95,3198,169
WEL001660,2020-05-16,4999,10004,7.79,2055,65
WEL001206,2021-08-12,114,10608,32.31,2907,94
WEL002090,2023-09-21,2475,1627,5.46,2852,116
WEL000023,2019-03-13,4703,17285,10.61,3972,107
WEL000753,2019-01-18,1820,9843,53.35,4553,159
WEL001643,2018-02-04,2664,17728,52.3,2758,74
WEL000370,2020-04-16,2614,13825,36.84,1107,161
WEL000979,2021-08-11,2651,2213,53.48,2367,73
WEL001936,2018-10-17,2666,11081,18.93,4971,179
WEL000763,2024-04-06,826,3991,46.61,2747,137
WEL002474,2023-12-20,1132,5059,29.1,3942,131
WEL001599,2023-08-23,4933,12702,15.38,2140,128
WEL001008,2024-05-24,1430,13387,11.48,1819,59
WEL001581,2021-01-29,974,8049,57.71,2427,161
WEL000240,2023-06-22,1676,5467,24.57,4130,99
WEL002672,2019-02-18,1576,19473,39.99,4492,52
WEL001430,2020-02-24,684,16168,51.78,4157,101
WEL002766,2022-11-03,207,10644,10.27,4647,75
WEL002672,2019-03-13,4575,6157,33.74,1458,154
WEL000357,2021-04-21,2739,12085,47.58,3667,124
WEL001406,2019-01-22,4692,983,32.79,2858,58
WEL000747,2020-07-03,1635,16820,50.11,1495,98
WEL000284,2024-09-15,3022,17358,33.43,1281,89
WEL002130,2023-04-18,2267,17854,49.97,1443,130
WEL001093,2019-03-11,571,3139,23.11,3107,133
WEL001460,2018-09-27,1168,18708,32.32,2368,106
WEL001725,2022-04-05,4775,10767,46.1,3457,107
WEL001066,2024-07-01,2862,6620,34.25,2102,150
WEL002715,2020-11-10,2774,12266,13.66,4252,92
WEL001030,2019-03-17,4493,15019,12.16,1823,176
WEL002843,2023-06-10,3235,12206,8.92,2037,132
WEL000328,2019-02-21,3475,4528,20.94,2438,109
WEL000677,2020-02-17,3988,4810,31.56,4335,56
WEL002208,2023-05-09,2779,15216,10.65,3915,134
WEL002326,2018-04-11,4440,8839,21.88,2073,70
WEL002270,2020-08-24,1423,9489,29.91,3188,147
WEL000216,2021-07-23,4965,5425,50.5,3783,160
WEL000800,2022-07-22,4379,11163,25.56,4809,107
WEL000658,2020-08-16,3733,12004,50.16,3494,172
WEL000430,2020-07-16,3675,10269,24.94,3497,91
WEL001777,2024-02-28,1375,1624,33.15,2979,125
WEL002900,2018-04-08,2087,15214,43.04,1717,57
WEL001302,2024-07-23,781,9233,16.31,1277,126
WEL000995,2022-06-27,2603,3798,36.27,4272,99
WEL002185,2022-06-14,3516,15719,30.57,4751,68
WEL002991,2023-08-11,487,19515,36.35,4248,149
WEL000654,2020-02-13,4020,15686,18.42,3422,140
WEL002312,2019-07-24,2585,6215,14.01,2698,68
WEL001339,2020-02-07,815,7275,21.21,2033,178
WEL002295,2019-10-21,4960,11223,48.09,1759,103
WEL002853,2023-05-03,2628,6429,5.92,4207,173
WEL001563,2022-07-15,399,2975,25.99,3224,105
WEL001206,2022-03-19,586,17874,23.37,3607,178
WEL001214,2018-05-28,2674,10145,41.26,2628,115
WEL001471,2022-12-01,4307,793,17.85,3747,168
WEL002561,2023-09-04,3909,7616,10.41,1964,88
WEL001512,2022-08-30,1660,641,31.83,4768,93
WEL000669,2021-01-29,1106,5567,14.86,2613,163
WEL001421,2022-10-03,3507,2386,28.0,3331,56
WEL002212,2018-12-19,1432,19379,18.58,2359,53
WEL002883,2021-03-14,1898,12343,6.07,1426,91
WEL001918,2020-01-19,2847,2169,44.34,4595,108
WEL002318,2020-06-19,2828,17174,10.46,2023,124
WEL001437,2019-01-09,1119,12198,24.32,3615,73
WEL002236,2022-06-07,3167,13052,18.59,2098,155
WEL001151,2020-11-28,355,3586,25.89,2767,131
WEL002376,2022-04-02,3040,9449,11.29,1634,149
WEL002614,2020-10-27,243,18810,36.06,3295,116
WEL000718,2024-01-30,1517,11680,40.35,4912,97
WEL001471,2018-07-09,2962,822,18.53,2620,75
WEL001999,2024-12-08,3638,3519,45.2,4652,163
WEL001592,2024-08-31,3664,13762,16.94,3407,103
WEL000404,2019-04-11,2868,4274,58.78,1384,179
WEL002385,2021-12-13,2472,3695,7.16,4640,82
WEL002901,2022-03-05,3981,9410,45.05,3160,171
WEL002267,2018-12-01,3886,1025,51.78,4324,148
WEL001583,2022-09-29,1485,4461,13.71,2488,171
WEL002902,2023-04-28,1994,19472,46.6,3610,94
WEL001324,2022-02-28,1472,9424,13.36,1052,92
WEL002699,2020-07-15,3214,12510,25.25,2549,118
WEL002308,2021-02-06,229,17565,35.56,4031,52
WEL000520,2020-09-21,1367,7984,21.72,4817,89
WEL002563,2023-07-29,3444,5764,54.36,2400,179
WEL000239,2023-04-30,3152,13848,16.31,1574,154
WEL002303,2018-08-07,4204,12655,35.12,4431,117
WEL000272,2024-07-22,1672,7885,41.73,1818,114
WEL001663,2018-09-15,4572,2277,59.39,4066,113
WEL001163,2023-08-23,1481,14925,55.14,1270,58
WEL002426,2021-07-10,2451,6331,55.47,1454,113
WEL001040,2020-10-01,1335,13624,52.97,3495,94
WEL001277,2018-02-27,2649,2257,44.62,2944,128
WEL002895,2018-10-25,4487,19047,35.66,3720,115
WEL002353,2018-11-18,304,7501,16.56,3288,113
WEL000190,2019-12-31,2811,2241,22.94,2120,124
WEL000320,2020-09-27,4900,7080,5.05,4080,147
WEL000677,2020-11-24,208,16675,21.52,4854,128
WEL002263,2024-06-28,4853,4593,13.5,3701,108
WEL002355,2021-09-11,4139,14302,23.38,1335,169
WEL000207,2021-01-14,2960,4770,19.63,3188,170
WEL001735,2022-03-22,1106,5317,12.5,3232,160
WEL000936,2022-05-24,4659,2812,40.6,2454,121
WEL001568,2019-05-13,3279,19985,6.48,2158,129
WEL001970,2018-05-28,1759,2267,25.09,1439,104
WEL000836,2019-09-29,1689,8735,18.57,2192,111
WEL002850,2022-05-27,3917,7592,12.84,3484,114
WEL001868,2021-03-12,2562,8556,33.15,4650,75
WEL001262,2019-05-14,340,12455,50.53,3688,62
WEL001976,2020-08-14,1072,19232,33.38,1450,173
WEL001484,2024-02-15,1558,6659,33.51,4166,54
WEL001060,2021-10-04,144,4063,26.98,1238,125
WEL000385,2020-06-08,1372,18810,11.43,1808,106
WEL001980,2018-11-28,824,14756,39.84,4970,68
WEL001040,2019-03-26,1571,5236,58.19,2898,168
WEL000793,2024-09-30,1603,12412,15.45,1983,70
WEL000799,2018-08-16,1327,1067,32.45,1713,84
WEL002759,2020-11-13,3569,10279,15.33,2578,172
WEL000819,2019-12-20,3960,18456,39.73,3230,53
WEL002983,2023-04-23,1076,5223,20.21,2794,166
WEL000195,2018-09-29,3804,7305,8.26,4450,144
WEL002231,2020-12-04,2562,9024,7.3,4876,164
WEL002494,2019-10-10,922,8881,58.99,4402,134
WEL000152,2020-02-23,2983,1484,38.99,4477,82
WEL001736,2020-09-02,948,6572,22.09,4610,80
WEL001320,2020-08-22,2449,1617,32.41,3904,114
WEL002956,2018-03-16,2676,12548,33.95,2813,73
WEL002953,2020-02-20,1522,6815,10.27,4278,87
WEL002671,2021-05-16,4662,4058,56.79,1870,74
WEL001383,2022-06-18,2038,8231,59.05,1570,166
WEL001635,2023-04-04,2706,15500,27.92,2704,110
WEL000707,2023-06-08,1895,16312,13.58,4070,144
WEL002834,2023-08-03,2386,11014,48.36,3527,149
WEL002144,2018-02-07,2614,14723,14.84,3833,61
WEL000791,2022-09-11,4630,9004,18.31,2473,167
WEL000252,2024-07-05,2290,10580,47.64,3840,112
WEL000718,2020-03-05,4133,11327,41.15,2977,174
WEL001757,2022-04-01,3946,2946,24.44,1040,94
WEL001071,2018-03-09,2100,5422,8.82,4996,103
WEL001361,2021-04-29,4724,3416,45.93,3676,117
WEL001408,2018-08-26,3406,9613,39.37,2268,52
WEL001991,2019-08-04,2856,18113,35.64,2162,134
WEL002693,2021-11-23,3002,10844,20.71,2325,101
WEL000421,2022-04-02,718,17606,20.83,3865,130
WEL001531,2020-02-20,1158,2915,30.59,1959,85
WEL000926,2022-08-14,1124,8693,25.03,1178,95
WEL001068,2024-02-23,2510,15039,41.31,3284,97
WEL002490,2023-07-22,3029,9659,37.7,4554,112
WEL002911,2020-05-25,163,19825,39.63,1423,92
WEL000343,2021-03-09,1263,9485,52.0,4811,59
WEL001496,2022-10-06,1234,16107,16.44,2371,176
WEL000830,2018-06-27,3042,11212,41.52,3551,176
WEL001212,2021-09-07,4452,698,53.95,2568,160
WEL000810,2018-12-23,4303,1091,49.21,1129,72
WEL001437,2022-07-03,1727,8091,32.34,2724,120
WEL001039,2020-03-31,2205,8040,25.14,3973,108
WEL000494,2018-09-05,1054,13130,55.26,3718,93
WEL000989,2023-06-20,2941,16782,42.25,4359,100
WEL001602,2019-12-10,667,5180,19.87,2791,125
WEL001008,2023-03-03,2880,7836,39.04,1698,90
WEL002501,2020-07-06,1790,3402,5.52,1855,74
WEL000323,2023-01-04,1717,9157,27.39,1150,156
WEL000114,2021-05-19,4096,6710,55.0,2620,110
WEL001452,2018-10-31,903,19868,40.62,2024,69
WEL000728,2023-02-05,1288,9123,43.13,2915,66
WEL000517,2022-01-23,4885,10170,44.76,2002,129
WEL001634,2023-08-06,1667,13084,5.85,4754,172
WEL000083,2021-05-01,3384,8895,30.7,1333,142
WEL001397,2021-05-28,3411,4405,44.67,1093,166
WEL000639,2023-08-24,3735,16027,13.43,4123,146
WEL000514,2024-09-21,3958,19942,26.71,4414,127
WEL000234,2023-12-30,350,607,36.77,2549,57
WEL001016,2019-04-17,1679,3047,25.59,3207,50
WEL001457,2021-07-30,2917,13701,25.2,3357,97
WEL000252,2022-07-04,1535,3446,30.37,2195,167
WEL000365,2024-04-27,4436,9539,42.63,4067,63
WEL001168,2020-07-09,4455,9271,7.27,1790,162
WEL000730,2024-12-31,1439,18720,45.36,4589,129
WEL002941,2021-06-07,3830,11640,10.8,2316,173
WEL002262,2019-12-25,255,12321,27.52,4007,161
WEL001551,2020-10-01,4031,18308,49.41,2090,163
WEL002573,2023-04-24,3815,15685,52.6,2802,51
WEL001875,2022-11-05,3437,3175,26.13,2686,153
WEL001886,2019-12-19,282,17892,21.95,1462,146
WEL000112,2020-04-25,2795,2402,51.69,1996,76
WEL000728,2022-09-26,4228,18744,58.0,1082,127
WEL002528,2021-06-25,4657,10267,35.22,4202,140
WEL002433,2020-12-24,855,17606,32.44,3592,72
WEL002776,2018-09-05,4378,18686,41.82,4379,118
WEL000797,2023-03-02,4319,18742,54.34,4105,131
WEL002999,2023-06-19,2731,12175,39.14,3733,102
WEL001606,2020-07-20,704,17076,10.33,4222,141
WEL000830,2022-07-25,4402,8395,6.41,4471,159
WEL000818,2021-05-19,4642,7844,33.94,1703,86
WEL002042,2024-04-07,4945,9829,53.01,4845,161
WEL001820,2022-07-08,4344,11539,31.17,2763,54
WEL002789,2021-10-01,2201,19766,41.96,3975,171
WEL000662,2020-05-13,1118,4551,11.55,4575,94
WEL000943,2024-10-16,666,15864,33.51,1707,83
WEL002382,2023-04-21,1824,12820,8.06,1772,56
WEL002055,2019-09-23,1717,6388,54.01,2801,160
WEL002693,2022-05-26,1403,15622,29.75,1201,103
WEL002587,2019-08-26,2738,17492,13.85,3909,124
WEL001438,2018-11-04,3566,17164,55.7,4123,166
WEL002178,2021-08-06,1635,10318,8.98,3669,60
WEL002671,2024-11-21,1808,12456,47.91,1216,132
WEL000513,2022-01-07,970,15532,5.77,3862,119
WEL001115,2024-03-27,1118,13185,44.22,1292,147
WEL000751,2023-02-06,3310,19228,36.76,3575,141
WEL000180,2019-06-02,3093,14194,56.35,1006,67
WEL001509,2023-06-27,3963,10155,6.15,3136,50
WEL000492,2018-07-13,4286,2990,26.27,3157,135
WEL000945,2018-11-18,2337,6890,14.72,2260,167
WEL000958,2023-11-27,4274,15677,44.32,2713,82
WEL000935,2019-07-08,4882,13548,44.92,3832,61
WEL002865,2023-10-03,1489,8620,54.1,3586,131
WEL002999,2018-01-13,2859,18720,48.28,4029,59
WEL001597,2018-09-30,395,18824,59.23,4030,51
WEL001592,2023-01-30,2268,2719,9.02,4210,157
WEL001102,2023-05-01,3876,10699,13.88,2951,91
WEL002451,2024-12-11,4032,16379,47.67,4668,78
WEL001674,2020-03-14,4828,12745,36.13,2587,96
WEL000648,2024-12-16,2366,13099,46.63,2186,120
WEL000928,2022-05-27,822,6007,51.63,1169,124
WEL002323,2021-04-26,3049,3194,22.05,3828,139
WEL002679,2022-08-13,4782,8198,15.8,3125,166
WEL002354,2021-06-16,4359,4401,8.42,3061,142
WEL000803,2018-05-24,4256,6198,16.67,1356,174
WEL002781,2021-10-18,3919,15363,42.57,4462,140
WEL002902,2024-05-23,973,3587,46.84,2839,79
WEL000187,2024-03-29,712,18836,8.45,3048,163
WEL002444,2020-04-13,3582,16074,16.09,3555,101
WEL000313,2021-03-24,1710,12368,60.0,4191,173
WEL001068,2019-02-24,3821,18951,48.57,4257,92
WEL001425,2019-12-10,522,12040,5.46,1872,164
WEL000013,2024-09-03,3366,19778,41.09,3291,161
WEL002376,2018-10-18,1748,7178,10.37,4446,140
WEL002080,2019-03-02,4052,2316,42.38,4058,153
WEL000699,2022-12-22,3429,18917,48.18,1130,176
WEL002717,2019-06-11,4303,19581,6.61,2743,84
WEL002909,2019-10-23,376,17484,22.41,4370,141
WEL000373,2020-09-15,4131,10879,42.02,3147,86
WEL002748,2018-08-25,4189,7626,8.61,1908,79
WEL001454,2019-03-03,831,7695,27.71,2011,121
WEL002019,2019-12-15,873,9123,37.58,3278,135
WEL002254,2020-12-07,2663,10884,28.69,1319,135
WEL001732,2020-01-10,332,14519,38.13,1607,121
WEL000051,2019-10-02,2202,11437,21.73,3146,158
WEL002973,2024-07-10,3076,11574,57.17,1165,54
WEL001175,2024-04-08,4558,17670,33.14,1872,129
WEL002119,2018-06-11,1887,7666,31.88,3745,142
WEL001007,2021-02-15,2490,2374,43.31,3576,161
WEL002051,2023-04-18,701,12656,33.64,4154,83
WEL000538,2023-10-11,3659,8142,24.8,3804,61
WEL002501,2018-06-09,4044,5402,18.28,1059,81
WEL001216,2019-01-16,3684,1192,8.0,3542,125
WEL000684,2018-10-02,4886,16374,28.31,3928,52
WEL000766,2022-10-21,4666,5298,48.91,4078,160
WEL002061,2018-09-13,4364,7519,41.4,2291,152
WEL000675,2024-04-10,2659,18327,17.33,1988,169
WEL002689,2020-10-04,743,2955,22.17,3539,146
WEL000883,2020-03-17,2739,4963,54.07,1590,84
WEL001210,2023-01-01,1896,12174,26.52,3989,127
WEL001555,2020-03-21,689,10195,11.74,1849,58
WEL001433,2019-05-01,3201,5972,51.42,3721,169
WEL001383,2024-12-26,2392,1958,50.47,4456,176
WEL002163,2022-06-28,1887,10496,57.11,1654,60
WEL000571,2019-11-16,3348,13105,48.73,2218,165
WEL001352,2023-02-07,4874,18307,51.49,3377,75
WEL002415,2020-04-09,2494,8417,39.52,1474,131
WEL002552,2022-11-28,4424,14529,12.62,2414,115
WEL001657,2021-02-22,2699,19683,20.77,1260,68
WEL000139,2021-04-20,1334,1630,12.92,4133,107
WEL001228,2018-06-20,3968,19859,21.19,2180,155
WEL000662,2020-03-19,4925,1845,37.84,2190,160
WEL001543,2024-05-12,3335,11595,9.98,2441,134
WEL001909,2024-09-16,2511,14351,29.96,3847,69
WEL000058,2018-10-22,821,7341,10.09,1112,92
WEL000019,2018-10-19,426,11323,34.4,1807,147
WEL002406,2021-11-12,373,7812,29.86,1826,137
WEL000476,2020-01-10,3854,5703,22.54,2096,131
WEL000796,2020-01-22,1489,12023,56.16,2702,143
WEL001796,2021-08-05,2417,8934,14.63,3412,106
WEL002867,2023-04-30,4038,19956,13.15,1378,142
WEL002161,2018-10-02,4193,3297,47.57,2019,162
WEL001911,2018-02-12,221,2624,44.41,2527,104
WEL001570,2023-03-09,2200,4774,36.53,3729,107
WEL001857,2018-01-06,3472,2524,30.73,3346,132
WEL002186,2019-04-05,3176,10869,16.77,3097,158
WEL001968,2021-12-11,1863,961,6.04,2036,58
WEL002936,2019-11-14,855,10701,48.69,1533,72
WEL001666,2023-09-06,1735,6524,49.1,4271,55
WEL002750,2024-04-07,4236,19689,41.94,4782,136
WEL000608,2019-09-07,1892,18233,43.33,3249,52
WEL002934,2019-04-01,4334,2698,50.92,2905,137
WEL000956,2018-01-30,1393,5941,17.62,4402,150
